Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
Weekly North-Carolina Standard,FSB,Weekly,1867,9,4.0,,General Audience,freedman's saving bank,Articles,"these institutions, established under the auspices of the bureau at washington, are doing much good to the colored people by encouraging them to lay up the surplus of their earnings. the smallest sums are taken on deposit, and interest allowed to the depositor.the following is a statement for the month of july last of the deposits made in the fsb, controlled by the freedmen's bureau. ",NC,Raleigh,1867090417201,419.0,69.0,1.0,Savings,Minority,1866-1869
New York Times,Metropolitan Savings Bank,Daily,1867,9,10.0,"Vol XVI, No. 4979",General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank, new marble fire proof banking house, nos. 1 and 3 3d-avenue. opposite cooper institute. six per cent interest, free from tax, allowed on all sums from $5 to $5,000.",NY,New York City,1867091018202,191.0,32.0,0.0,Savings,,1865-1874
New York Times,Third Avenue Savings Bank,Daily,1867,9,10.0,"Vol XVI, No. 4979",General Audience,third avenue savings bank,Savings Banks,"third avenue savings bank, corner 3d-av. and 26th-st. open daily from 10 a.m. to 3 p.m. and on monday, wednesday and saturday evenings from 6 to 8. deposits from $1 to $5,000 received and six per cent, interest paid.",NY,New York City,1867091018203,216.0,39.0,0.0,Savings,,1865-1874
New York Times,Dime Savings Bank of Williamsburghh,Daily,1867,9,10.0,"Vol XVI, No. 4979",General Audience,dime savings bank of williamsburg,Savings Banks,"dime savings bank of williamsburg, corner south 7th and 1st sts allows 6 per cent interest on sums from $5 to $5,000 free of tax. peter m. dingee, president. wm, grandy, secretary.",NY,New York City,1867091018201,180.0,32.0,0.0,Savings,,1865-1874
Weekly North-Carolina Standard,FSB,Weekly,1867,9,11.0,,General Audience,no title ,Articles,an important circular from gen. miles in relation to the suspension of rations and freedmend's savings banks will appear in our next.,NC,Raleigh,1867091117201,133.0,22.0,1.0,Savings,Minority,1866-1869
Weekly North-Carolina Standard,FSB,Weekly,1867,9,18.0,,General Audience,important circular from gen. miles ,Articles,"officers and agents are required to use all means in their power to impress upon the colored people the importance of providing for their future existence by economical habits and saving of money; inducing them them to deposit their surplus means in the ""fsb"", an institution incorporated by act of congress - branches of this company have been opened in wilmington and new berne and a third is proposed to be established in raleigh, to which places monies can be sent through the bureau. by attention and exertion it may become advantageous to establish other branches in this state, and corresponding advantages thus be gained. ",NC,Raleigh,1867091817201,663.0,109.0,1.0,Savings,Minority,1866-1869
Evening Star,First National Bank of Washington,Daily,1867,9,19.0,"Vol. XXX, no 4534",General Audience,first national bank of washington,"Bankers, Savings Bank","first national bank of washington - p. cooke, (of jay cooke & co) president. wm. s. huntington, cashier. government depository and financial agent of the united states, 15th street, opposite the treasury department. - government securities with treasurer united state. one million dollars. we buy and sell all classes of government securities at current market rate. furnish exchange and make collections on all the principal cities of the united states. we purchase government vouchers on the most favorable terms, and give careful and prompt attention to accounts of business men and firms and to any other business entrusted to us. full information in regard to government loans at all times cheerfully furnished. wm. s. huntington, cashier. washington, march 20, 1865.",DC,Washington,1867091909202,772.0,120.0,0.0,National,,1865-1873
Evening Star,FSB,Daily,1867,9,19.0,"Vol. XXX, no 4534",General Audience,call at the corner of 19th street and penna aven. freedmen's savings and trust co. ,"Bankers, Savings Bank","call at the corner of 19th street and penna. aven. fsb chartered by congress. the central office of this company is new situated as above, and is carried on in connection with the washington branch. office open from 9 till 3. deposits of one dollar and upwards received and interest paid on all sums of five dollars and upwards. investments are made in united states bonds and stocks only, under the direction of henry d. cooke. esq., of jay cooke & co. chairman of the finance committee of the bank. the deposits are now more than $400,000. t. hewitt, of new york, president. d. l. eaton, actuary, w. j. wilson, cashier of branch bank.",DC,Washington,1867091909201,665.0,118.0,1.0,Savings,Minority,1865-1873
Charleston Daily News,New York Bank,Daily,1867,9,24.0,"Vol. V, no 654",General Audience,telegraphic ,News,"new york, september 23. - the new york bank statement shows an increase of loans of $630,000; an increase of specie of $430,000; a circulation of $42,000; a decrease of deposits of $7,480,000; and decrease of legal tender of $7,460,000. ",SC,Charleston,1867092406201,237.0,40.0,0.0,State,,1865-1873
Charleston Daily News,New York Bank,Daily,1867,10,7.0,"Vol. V, no 666",General Audience,telegraphic ,News,"new york, october 7. - the bank statement shows in loans a decrease of $3,984,000; in specie a decrease of $127,000; in circulation a decrease of $121,000; in legal tenders an increase of $862,000.",SC,Charleston,1867100706201,197.0,34.0,0.0,State,,1865-1873
New York Times,Dime Savings Bank of Williamsburghh,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,union dime savings bank,Savings Banks,"union dime savings bank, nos. 396 and 398 canal-st, corner of laight, open daily from 10 to 3 o'clock. six per cent, interest free from tax on $5 to $5,000. money deposited on or before oct. 20 will draw interest from oct. 1. assets $4,112,124.16.",NY,New York City,1867100818205,247.0,45.0,0.0,Savings,,1865-1874
New York Times,Atlantic Savings Bank,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,atlantic savings bank,Savings Banks,"atlantic savings bank, chatham-square, n.y. six per cent interest allowed on sums from $1 to $5,000. deposits made now draw interest from oct. 1. harrisson hall, president. j. p. cooper, secretary. c.d. bailey, treasurer.",NY,New York City,1867100818203,221.0,34.0,0.0,Savings,,1865-1874
New York Times,Metropolitan Savings Bank,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,metropolitan savings bank,Savings Banks,"metropolitan savings bank, new marble fire proof banking house, nos. 1 and 3 3d-avenue. opposite cooper institute. six per cent interest, free from tax paid on all deposits from $5 to $5,000. money deposited on or before the 10th of this month will draw interest from the 1st.",NY,New York City,1867100818208,276.0,48.0,0.0,Savings,,1865-1874
New York Times,Third Avenue Savings Bank,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,third avenue savings bank,Savings Banks,"third avenue savings bank, corner 3d-av. and 26th-st. six per cent interest paid free from tax on all sums from $1 to $5,000. all deposits made on or before the 26th of october will draw interest from the 1st of october. bank open daily from 10 a.m. to 3 p.m. and on monday, wednesday and saturday evenings from 6 to 8 o'clock. spencer k. green, president. richard kelly, secretary.",NY,New York City,1867100818209,393.0,70.0,0.0,Savings,,1865-1874
New York Times,Citizens' Savings Bank,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,citizens' savings bank,Savings Banks,"citizens' savings bank, southwest corner of bowery and canal st. six per cent interest paid on all sums from five to five thousand dollars. money deposited now or on or before oct. 20 will draw interest from oct. 1. seymour a. bunce, secretary. geo folsom, president.",NY,New York City,1867100818207,267.0,46.0,0.0,Savings,,1865-1874
New York Times,Irving Savings Institution,Daily,1867,10,8.0,"Vol XVII, No. 5003",General Audience,irving savings institution,Savings Banks,"irving savings institution, no. 96 warren st. interest allowed at the rate of six per cent. bank open daily from 10 a.m. to 3 p.m. walter w. concklin, president. vanderbilt l. buxton, secretary.",NY,New York City,1867100818201,194.0,33.0,0.0,Savings,,1865-1874
